Filename,Date
deleted_items_37%2E,04-02-2002 7.23
sent_items_19%2E,04-02-2002 7.29
deleted_items_36%2E,04-02-2002 7.40
deleted_items_34%2E,04-02-2002 7.45
deleted_items_31%2E,04-02-2002 7.55
deleted_items_30%2E,04-02-2002 8.00
sent_items_18%2E,04-02-2002 8.11
deleted_items_29%2E,04-02-2002 8.16
sent_items_17%2E,04-02-2002 8.16
deleted_items_28%2E,04-02-2002 8.17
sent_items_16%2E,04-02-2002 8.17
sent_items_15%2E,04-02-2002 8.18
deleted_items_27%2E,04-02-2002 8.31
deleted_items_26%2E,04-02-2002 8.47
sent_items_14%2E,04-02-2002 8.48
deleted_items_25%2E,04-02-2002 8.50
deleted_items_24%2E,04-02-2002 8.55
deleted_items_23%2E,04-02-2002 9.12
sent_items_13%2E,04-02-2002 9.13
deleted_items_22%2E,04-02-2002 9.18
deleted_items_21%2E,04-02-2002 10.54
deleted_items_20%2E,04-02-2002 11.04
deleted_items_19%2E,04-02-2002 13.43
deleted_items_18%2E,04-02-2002 15.40
deleted_items_17%2E,04-02-2002 16.17
deleted_items_16%2E,04-02-2002 16.56
deleted_items_15%2E,04-02-2002 17.10
deleted_items_14%2E,04-02-2002 18.51
deleted_items_13%2E,05-02-2002 8.18
deleted_items_12%2E,05-02-2002 9.06
sent_items_12%2E,05-02-2002 9.25
sent_items_11%2E,05-02-2002 9.27
deleted_items_11%2E,05-02-2002 9.44
sent_items_10%2E,05-02-2002 11.02
deleted_items_10%2E,05-02-2002 11.03
sent_items_9%2E,05-02-2002 11.10
deleted_items_9%2E,05-02-2002 11.45
sent_items_8%2E,05-02-2002 12.01
deleted_items_8%2E,05-02-2002 16.23
deleted_items_7%2E,05-02-2002 16.40
deleted_items_6%2E,06-02-2002 7.05
sent_items_7%2E,06-02-2002 7.50
sent_items_6%2E,06-02-2002 7.59
deleted_items_5%2E,06-02-2002 8.36
sent_items_5%2E,06-02-2002 8.50
sent_items_4%2E,06-02-2002 9.19
deleted_items_4%2E,06-02-2002 9.45
sent_items_3%2E,06-02-2002 10.23
deleted_items_3%2E,06-02-2002 10.29
deleted_items_2%2E,06-02-2002 10.33
sent_items_2%2E,06-02-2002 10.39
deleted_items_1%2E,06-02-2002 10.59
sent_items_1%2E,06-02-2002 11.32
inbox_14%2E,06-02-2002 11.33
inbox_13%2E,06-02-2002 11.56
inbox_11%2E,06-02-2002 12.25
inbox_12%2E,06-02-2002 12.51
inbox_10%2E,06-02-2002 13.42
inbox_9%2E,06-02-2002 14.09
inbox_8%2E,06-02-2002 14.48
inbox_7%2E,06-02-2002 15.19
inbox_6%2E,06-02-2002 15.58
inbox_5%2E,06-02-2002 16.32
inbox_4%2E,06-02-2002 16.35
inbox_3%2E,06-02-2002 18.39
inbox_2%2E,06-02-2002 19.24
inbox_1%2E,07-02-2002 6.57
deleted_items_220%2E,14-02-2002 19.04
